EventName,ElapsedTime,Timestamp,SessionID,Version,ButtonClickMessage,CurrentDurationEngaged,DragStartPosition,DragStopPosition,InjuryBodyRegion,InjuryName,InjuryPosition,InjuryRequiredProcedure,InjuryRequiredTreatmentCount,InjuryRequiredTreatmentsApplied,InjurySeverity,InjuryTreatedWithCorrectTreatment,InjuryTreatmentComplete,PatientBreathing,PatientHealthLevel,PatientHealthTimeRemaining,PatientHearing,PatientID,PatientMood,PatientPose,PatientPosition,PatientPulse,PatientRotation,PatientSpO2,PatientTriageLevel,PatientTriageSort,PlayerDirection,PlayerDistanceFromPatient,PlayerLeftHandPosition,PlayerPosition,PlayerRightHandPosition,TagType,TeleportPosition,ToolAttachMessage,ToolAttachParent,ToolCount,ToolMessageSender,ToolType,TotalDurationEngaged,TriageSortCommand,VoiceCaptureCommandDescription,VoiceCaptureMessage,WeaponsDisarmed,WeaponsHeld,
BAG_ACCESS,-21763,2/21/2026 11:21:38 AM,012e69e2-e3a8-4dd0-9657-16ef4f4e3ec4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0.0, 0.0, 0.0)",
TAG_SELECTED,-20586,2/21/2026 11:21:39 AM,012e69e2-e3a8-4dd0-9657-16ef4f4e3ec4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,
TAG_DISCARDED,-20131,2/21/2026 11:21:40 AM,012e69e2-e3a8-4dd0-9657-16ef4f4e3ec4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0.3, 1.0, -0.2)",,black,
BAG_CLOSED,-14594,2/21/2026 11:21:45 AM,012e69e2-e3a8-4dd0-9657-16ef4f4e3ec4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0.0, 0.0, 0.0)",
SESSION_START,1,2/21/2026 11:22:00 AM,f9b5d8b1-e6a6-4bf7-afad-af88f23e2ab6,2.0,
PATIENT_RECORD,2,2/21/2026 11:22:00 AM,f9b5d8b1-e6a6-4bf7-afad-af88f23e2ab6,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,US Military 1,agony,supine,"(5.9, 0.0, 2.1)",fast,"(0.0, -1.0, 0.0, 0.1)",normal,IMMEDIATE,still,
INJURY_RECORD,2,2/21/2026 11:22:00 AM,f9b5d8b1-e6a6-4bf7-afad-af88f23e2ab6,2.0,,,,,leftLeg,L Shin Amputation,"(6.0, 0.4, 2.1)",tourniquet,1,0,high,False,False,,,,,US Military 1,
PATIENT_RECORD,2,2/21/2026 11:22:00 AM,f9b5d8b1-e6a6-4bf7-afad-af88f23e2ab6,2.0,,,,,,,,,,,,,,normal,100,Infinity,normal,Civilian 1,upset,fetal,"(4.7, 0.0, -3.6)",normal,"(0.0, -0.4, 0.0, 0.9)",normal,DELAYED,still,
INJURY_RECORD,2,2/21/2026 11:22:00 AM,f9b5d8b1-e6a6-4bf7-afad-af88f23e2ab6,2.0,,,,,leftLeg,L Thigh Laceration,"(4.5, 0.6, -3.7)",israeliWrap,1,0,medium,False,False,,,,,Civilian 1,
PATIENT_RECORD,2,2/21/2026 11:22:00 AM,f9b5d8b1-e6a6-4bf7-afad-af88f23e2ab6,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,Attacker 1,agony,prone,"(4.5, 0.0, 4.9)",fast,"(0.0, 1.0, 0.0, -0.3)",normal,IMMEDIATE,still,
INJURY_RECORD,2,2/21/2026 11:22:00 AM,f9b5d8b1-e6a6-4bf7-afad-af88f23e2ab6,2.0,,,,,abdomen,R Stomach Puncture,"(4.4, 1.1, 4.9)",woundpack,1,0,high,False,False,,,,,Attacker 1,
PATIENT_RECORD,2,2/21/2026 11:22:00 AM,f9b5d8b1-e6a6-4bf7-afad-af88f23e2ab6,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,US Military 2,calm,supine,"(0.4, 0.0, 4.0)",fast,"(0.0, -0.9, 0.0, 0.4)",normal,MINIMAL,still,
INJURY_RECORD,2,2/21/2026 11:22:00 AM,f9b5d8b1-e6a6-4bf7-afad-af88f23e2ab6,2.0,,,,,leftHand,L Wrist Broken,"(0.6, 1.3, 3.7)",splint,1,0,low,False,False,,,,,US Military 2,
PATIENT_RECORD,3,2/21/2026 11:22:00 AM,f9b5d8b1-e6a6-4bf7-afad-af88f23e2ab6,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,Civilian 2,agony,fetal,"(2.9, 0.0, 1.9)",fast,"(0.0, -0.9, 0.0, 0.4)",normal,IMMEDIATE,still,
INJURY_RECORD,3,2/21/2026 11:22:00 AM,f9b5d8b1-e6a6-4bf7-afad-af88f23e2ab6,2.0,,,,,abdomen,R Stomach Puncture,"(2.7, 1.0, 2.0)",woundpack,1,0,high,False,False,,,,,Civilian 2,
PATIENT_RECORD,3,2/21/2026 11:22:00 AM,f9b5d8b1-e6a6-4bf7-afad-af88f23e2ab6,2.0,,,,,,,,,,,,,,restricted,100,Infinity,none,US Military 3,unresponsive,supine,"(-0.8, 0.0, -5.5)",faint,"(0.0, 0.4, 0.0, 0.9)",low,EXPECTANT,still,
