EventName,ElapsedTime,Timestamp,SessionID,Version,ButtonClickMessage,CurrentDurationEngaged,DragStartPosition,DragStopPosition,InjuryBodyRegion,InjuryName,InjuryPosition,InjuryRequiredProcedure,InjuryRequiredTreatmentCount,InjuryRequiredTreatmentsApplied,InjurySeverity,InjuryTreatedWithCorrectTreatment,InjuryTreatmentComplete,PatientBreathing,PatientHealthLevel,PatientHealthTimeRemaining,PatientHearing,PatientID,PatientMood,PatientPose,PatientPosition,PatientPulse,PatientRotation,PatientSpO2,PatientTriageLevel,PatientTriageSort,PlayerDirection,PlayerDistanceFromPatient,PlayerLeftHandPosition,PlayerPosition,PlayerRightHandPosition,TagType,TeleportPosition,ToolAttachMessage,ToolAttachParent,ToolCount,ToolMessageSender,ToolType,TotalDurationEngaged,TriageSortCommand,VoiceCaptureCommandDescription,VoiceCaptureMessage,WeaponsDisarmed,WeaponsHeld,
TOOL_HOVER,-19706,2/21/2026 9:05:03 AM,c414203a-40a2-4a86-8d1e-79d6a1d0fe5d,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Chest Seal,
BAG_ACCESS,-18225,2/21/2026 9:05:04 AM,c414203a-40a2-4a86-8d1e-79d6a1d0fe5d,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0.0, 0.0, 0.0)",
BAG_CLOSED,-15816,2/21/2026 9:05:07 AM,c414203a-40a2-4a86-8d1e-79d6a1d0fe5d,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0.0, 0.0, 0.0)",
TELEPORT,-15473,2/21/2026 9:05:07 AM,c414203a-40a2-4a86-8d1e-79d6a1d0fe5d,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0.1, 1.6, -0.4)",,,"(0.2, 1.6, -0.4)",
SESSION_START,1,2/21/2026 9:05:22 AM,e63ecff3-8686-41a2-ac82-558849840cf9,2.0,
PATIENT_RECORD,2,2/21/2026 9:05:22 AM,e63ecff3-8686-41a2-ac82-558849840cf9,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,US Military 1,agony,supine,"(5.9, 0.0, 2.1)",fast,"(0.0, -1.0, 0.0, 0.1)",normal,IMMEDIATE,still,
INJURY_RECORD,3,2/21/2026 9:05:22 AM,e63ecff3-8686-41a2-ac82-558849840cf9,2.0,,,,,leftLeg,L Shin Amputation,"(6.0, 0.4, 2.1)",tourniquet,1,0,high,False,False,,,,,US Military 1,
PATIENT_RECORD,3,2/21/2026 9:05:22 AM,e63ecff3-8686-41a2-ac82-558849840cf9,2.0,,,,,,,,,,,,,,normal,100,Infinity,normal,Civilian 1,upset,fetal,"(4.7, 0.0, -3.6)",normal,"(0.0, -0.4, 0.0, 0.9)",normal,DELAYED,still,
INJURY_RECORD,3,2/21/2026 9:05:22 AM,e63ecff3-8686-41a2-ac82-558849840cf9,2.0,,,,,leftLeg,L Thigh Laceration,"(4.5, 0.6, -3.7)",israeliWrap,1,0,medium,False,False,,,,,Civilian 1,
PATIENT_RECORD,3,2/21/2026 9:05:22 AM,e63ecff3-8686-41a2-ac82-558849840cf9,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,Attacker 1,agony,prone,"(4.5, 0.0, 4.9)",fast,"(0.0, 1.0, 0.0, -0.3)",normal,IMMEDIATE,still,
INJURY_RECORD,3,2/21/2026 9:05:22 AM,e63ecff3-8686-41a2-ac82-558849840cf9,2.0,,,,,abdomen,R Stomach Puncture,"(4.4, 1.1, 4.9)",woundpack,1,0,high,False,False,,,,,Attacker 1,
PATIENT_RECORD,3,2/21/2026 9:05:22 AM,e63ecff3-8686-41a2-ac82-558849840cf9,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,US Military 2,calm,supine,"(0.4, 0.0, 4.0)",fast,"(0.0, -0.9, 0.0, 0.4)",normal,MINIMAL,still,
INJURY_RECORD,3,2/21/2026 9:05:22 AM,e63ecff3-8686-41a2-ac82-558849840cf9,2.0,,,,,leftHand,L Wrist Broken,"(0.6, 1.3, 3.7)",splint,1,0,low,False,False,,,,,US Military 2,
PATIENT_RECORD,3,2/21/2026 9:05:22 AM,e63ecff3-8686-41a2-ac82-558849840cf9,2.0,,,,,,,,,,,,,,fast,100,Infinity,normal,Civilian 2,agony,fetal,"(2.9, 0.0, 1.9)",fast,"(0.0, -0.9, 0.0, 0.4)",normal,IMMEDIATE,still,
INJURY_RECORD,3,2/21/2026 9:05:22 AM,e63ecff3-8686-41a2-ac82-558849840cf9,2.0,,,,,abdomen,R Stomach Puncture,"(2.7, 1.0, 2.0)",woundpack,1,0,high,False,False,,,,,Civilian 2,
PATIENT_RECORD,3,2/21/2026 9:05:22 AM,e63ecff3-8686-41a2-ac82-558849840cf9,2.0,,,,,,,,,,,,,,restricted,100,Infinity,none,US Military 3,unresponsive,supine,"(-0.8, 0.0, -5.5)",faint,"(0.0, 0.4, 0.0, 0.9)",low,EXPECTANT,still,
INJURY_RECORD,3,2/21/2026 9:05:22 AM,e63ecff3-8686-41a2-ac82-558849840cf9,2.0,,,,,chest,L Chest Collapse,"(-0.9, 1.3, -5.4)",decompressionNeedle,1,0,high,False,False,,,,,US Military 3,
